grid_id,total_sms_activity,total_call_activity,total_internet_activity,total_activity
3434,1435.4941000000001,1161.7061,15075.7421,17672.9423
3334,1435.4941000000001,1161.7061,15075.7421,17672.9423
9175,1336.5171,1120.1374,15207.6591,17664.3136
8186,1458.459,1223.1904,14980.4196,17662.069
1584,674.6846,646.3901,16327.1914,17648.2661
7074,1121.1274,1018.3725999999999,15499.4941,17638.9941
3737,1545.7236,1029.4027,15033.7358,17608.8621
4244,1407.7495999999999,957.3322000000001,15232.2327,17597.3145
8291,1308.84,982.9904,15284.0472,17575.8776
7306,8177.7645,603.8466,8771.7938,17553.4049
3553,1233.549,1163.8861,15145.4926,17542.9277
5038,1089.8969,957.6179,15486.5486,17534.0634
9271,2052.1908,1802.7987,13608.0956,17463.0851
3873,982.9783,625.1039999999999,15836.9261,17445.0084
8656,1020.1546999999999,889.5228,15523.906,17433.5835
7670,1186.4338,1031.0226,15214.1005,17431.5569
7239,1208.4911,1217.1675,15005.4596,17431.1182
6768,1349.3826,1102.6885,14970.965,17423.0361
7645,1765.0842,1878.8458,13775.1124,17419.0424
5878,1286.9172,1131.5988,14979.3349,17397.8509
1857,1370.8811,1382.4224,14619.4878,17372.7913
4440,1463.2644,1465.5457000000001,14437.2091,17366.0192
8751,1092.6559,747.3706,15516.4349,17356.4614
9577,887.6841000000001,858.3614,15607.081400000001,17353.1269
9360,1376.0496,926.0272,15049.4826,17351.5594
9985,854.6435,632.8428,15861.7619,17349.248199999998
7592,1527.2011,1298.3247,14495.1721,17320.6979
3253,1124.2871,901.3403,15287.973600000001,17313.601
7370,1128.1109,879.8553,15302.2366,17310.2028
4029,1417.3785,1238.6019,14650.0305,17306.0109
3861,1293.4233,1084.3883,14922.488299999999,17300.299899999998
4726,1489.5078,1469.546,14329.5004,17288.554200000002
9170,1783.864,1473.2158,14023.73,17280.8098
7852,977.3406,1113.7109,15184.207699999999,17275.2592
4878,1284.7866,905.2931,15071.2194,17261.2991
5378,638.5829,462.0381,16150.2523,17250.8733
9361,1410.7075,937.9687,14885.1766,17233.8528
1247,1262.5446,1134.855,14833.444,17230.8436
6576,935.091,709.7538,15565.3513,17210.1961
4144,1393.2603,939.5039,14872.5043,17205.268500000002
1654,1429.4392,1306.361,14457.0581,17192.8583
4173,1074.5257,912.9227999999999,15159.9731,17147.421599999998
6354,1560.2764,1388.2379,14190.6637,17139.178
6356,1681.922,952.7423,14501.3128,17135.9771
8752,1052.6390999999999,739.3674,15330.9407,17122.9472
3554,1388.2143,1207.7966,14515.8142,17111.8251
8088,1300.4026000000001,1005.8081000000001,14801.5556,17107.7663
9171,1733.3126,1530.0477,13832.9094,17096.2697
5374,1642.2148,1675.7385,13773.285100000001,17091.238400000002
7970,1052.6553,783.6976,15235.702800000001,17072.0557
3333,1279.8545000000001,1008.3816,14779.8498,17068.085900000002
7275,1246.2832,993.7088,14796.7789,17036.7709
8173,983.2133,1175.7874,14867.126600000001,17026.1273
4361,1078.1798000000001,859.0033,15086.281799999999,17023.4649
3752,1222.3171,1212.2835,14587.932,17022.5326
6378,1128.4649,818.5245,15072.3482,17019.3376
7342,1254.742,1338.2932,14414.3573,17007.3925
9366,1608.2092,1244.9155,14149.8559,17002.9806
4779,1141.0677,964.0827,14897.1091,17002.2595
3950,1442.8522,1361.6728,14194.6927,16999.2177
4339,1939.79,1894.7341000000001,13156.948699999999,16991.4728
9462,1515.8646,930.7937,14496.1635,16942.8218
9553,1026.6977,638.5309,15263.5406,16928.7692
6769,1284.3523,1009.9115,14634.0205,16928.2843
8172,1249.1156,1194.6817,14469.6608,16913.4581
3874,954.8831,611.1952,15341.9117,16907.99
9194,862.3591,658.8444,15385.3148,16906.5183
7665,933.0785,898.119,15073.3042,16904.5017
6952,1561.8109,1327.5,13988.0253,16877.3362
8919,706.927,463.64750000000004,15685.6416,16856.2161
6467,2054.8775,1621.455,13178.0562,16854.3887
3875,1579.2777,803.8102,14469.9691,16853.057
8073,918.5305,1164.185,14770.0778,16852.7933
9195,858.1279999999999,655.0792,15335.2101,16848.4173
8719,707.8724,462.24850000000004,15674.4823,16844.6032
8720,707.8724,462.24850000000004,15674.4823,16844.6032
8621,707.8724,462.24850000000004,15674.4823,16844.6032
8819,707.8724,462.24850000000004,15674.4823,16844.6032
8721,707.4113,462.0787,15669.878,16839.368
7046,1170.128,1026.4124,14626.455,16822.9954
3753,1201.4754,1169.0278,14451.4944,16821.9976
8390,1348.2744,1103.1793,14367.4457,16818.899400000002
9073,1410.5148,1371.1054,14036.014,16817.6342
9173,1539.109,1470.4453,13802.900300000001,16812.4546
3653,1199.5509,1164.4619,14440.652,16804.6648
4766,2312.1,1577.4986999999999,12914.6822,16804.2809
9295,867.086,652.3435000000001,15277.5048,16796.9343
7258,1055.177,1427.9664,14308.5631,16791.7065
4930,896.9426,852.7585,15039.4125,16789.1136
9172,1515.2494000000002,1465.7197,13776.8868,16757.8559
8490,1340.1271,1088.6956,14326.6608,16755.4835
7562,1093.8988,928.9236999999999,14727.3275,16750.15
8290,1333.6187,1119.9042,14295.8533,16749.3762
8391,1334.7245,1085.8883,14325.9197,16746.5325
3867,1690.2152,1330.5359,13715.6468,16736.3979
7762,1229.0245,1031.1988,14466.646200000001,16726.8695
8153,1233.3546000000001,1048.1538,14440.8426,16722.351
9377,887.1036,871.3052,14962.7488,16721.1576
8561,1887.0268,1459.0248,13357.805,16703.8566
8491,1321.9325,1074.2488,14291.181499999999,16687.3628
6945,1184.8784,1022.0391,14466.6955,16673.613
4966,1903.7404,2609.7187,12158.7096,16672.168700000002
3647,1557.7505999999998,1145.4306,13967.567,16670.748199999998
4151,1299.9653,1078.5621,14292.002,16670.5294
7266,1036.8586,1005.4617,14604.9647,16647.285
4727,1474.2563,1460.1907,13695.2144,16629.6614
3652,1190.2532,1156.0338,14281.4913,16627.7783
4028,1753.29,1292.4042,13577.410899999999,16623.1051
8289,1317.0703,1107.9556,14195.6722,16620.6981
7045,1150.1413,1013.3801,14457.0885,16620.6099
7541,1079.9491,1231.387,14302.4931,16613.8292
7867,1253.0708,982.2733,14361.017100000001,16596.3612
347,675.5996,487.2127,15420.941200000001,16583.7535
7540,1061.3581,1262.8044,14256.3241,16580.4866
3952,1073.4462,1044.3874,14461.712300000001,16579.5459
6586,1000.3431,756.2857,14803.2778,16559.906600000002
3335,1391.3855,1109.996,14057.402,16558.7835
6845,1437.1214,1183.7634,13914.2124,16535.0972
9149,998.5765,811.0771,14717.829800000001,16527.4834
8175,1463.1562,1129.2731,13902.9089,16495.3382
3865,1034.8796,911.1954,14534.715400000001,16480.7904
8389,1363.9128,1141.7203,13970.2302,16475.8633
7361,1281.3332,1326.7365,13863.4197,16471.4894
6577,931.9833,678.6372,14841.7237,16452.3442
9371,1910.8057,1586.5749,12934.1016,16431.482200000002
4990,1999.671,1248.3656,13177.3155,16425.3521
9887,998.0677,722.6493,14697.0213,16417.7383
6147,895.8565,960.3469,14544.288199999999,16400.4916
8188,1330.4778,1107.7924,13958.378,16396.6482
8872,1315.6848,1123.5185999999999,13953.3467,16392.5501
7360,1091.1654,1337.3805,13957.3112,16385.8571
8859,1163.2781,1029.6213,14185.157299999999,16378.0567
8973,1461.0053,1418.6649,13497.9453,16377.6155
9650,968.3218,623.2633,14785.1538,16376.7389
8820,680.3913,447.1223,15214.8979,16342.4115
7663,1036.8764,906.2563,14385.6023,16328.735
3454,1284.3606,1053.632,13983.545,16321.5376
7854,767.7746,1205.6531,14329.3311,16302.7588
9660,1246.729,841.6158,14212.4339,16300.7787
7886,2085.9012000000002,837.6083,13375.4017,16298.9112
7367,1109.7312,758.6449,14429.7861,16298.1622
6585,999.5006,751.7081000000001,14546.5987,16297.8074
6686,999.1468,751.3762,14528.203,16278.726
6256,1215.8339,1001.5998,14061.181499999999,16278.6152
8920,690.7382,469.3659,15117.4734,16277.5775
6951,1440.4286,1200.2474,13626.0358,16266.7118
5030,876.9970999999999,834.1034,14552.6968,16263.7973
1147,1231.071,1125.6458,13897.9554,16254.6722
8072,1202.351,1196.6776,13812.3906,16211.4192
4929,1002.6825,965.8139,14240.7749,16209.2713
3637,1272.6662000000001,946.0450999999999,13982.7086,16201.4199
8185,1220.423,1031.6974,13927.334599999998,16179.454999999998
4872,970.836,907.7915,14278.7384,16157.365899999999
6866,1274.2461,1159.5353,13716.6623,16150.4437
4378,2501.3419,1117.1438,12531.4075,16149.8932
3660,3302.0136,943.0119,11891.2485,16136.274
4738,1483.3128,1506.9246,13139.1967,16129.4341
8935,1371.9449,849.291,13881.7083,16102.9442
9986,750.7976,552.9539,14790.5103,16094.2618
5763,1095.9447,1240.765,13747.7706,16084.4803
7277,1239.9607,1019.3244,13814.2025,16073.4876
6044,908.5582,849.4333,14310.6413,16068.6328
3928,1363.9492,1118.2812,13586.3228,16068.5532
7389,2266.4497,887.1556,12902.453,16056.0583
9168,1233.1152,1019.0464,13801.3681,16053.529700000001
3538,941.9732,700.4671999999999,14397.3472,16039.7876
4572,1866.2944,2399.3341,11772.645199999999,16038.2737
9157,1142.8479,870.5659,14015.5226,16028.9364
7641,1082.0907,1191.4825,13755.294600000001,16028.8678
4678,1054.163,977.5412,13995.1703,16026.8745
7270,1073.8927,914.3541,14036.8082,16025.055
7954,1066.7978,1118.0325,13836.657,16021.4873
7887,1999.3577,777.0502,13243.0571,16019.465
8758,1223.6082,972.23,13811.8088,16007.647
5175,1528.5608,1280.4331,13181.2996,15990.2935
3657,971.3398,697.408,14321.3995,15990.1473
7384,1322.6281,1113.7996,13548.9752,15985.402900000001
8619,641.6522,419.1342,14915.9221,15976.708499999999
6244,1142.1574,1069.2692,13759.5496,15970.9762
8489,1374.5623,1107.9538,13482.123099999999,15964.6392
7556,815.4125,896.9363999999999,14248.438400000001,15960.7873
6047,927.7957,963.8474,14069.1419,15960.785
8663,1111.3747,976.6521,13831.9722,15919.999
4928,1442.0764,1428.424,13036.315,15906.8154
1051,1011.7601,1059.6428,13830.5758,15901.9787
7081,794.6494,629.2423,14475.4617,15899.3534
7070,1097.1641,1151.2048,13645.694,15894.0629
8620,666.8317,435.525,14766.2281,15868.5848
5437,1688.7527,1824.6624,12343.7366,15857.1517
5541,1502.3622,1373.6865,12979.651,15855.699700000001
7369,988.2464,763.4277999999999,14090.0661,15841.740300000001
7273,1323.349,935.5817,13569.2296,15828.1603
4828,1330.7173,1318.5631,13177.9209,15827.2013
9550,964.4947,631.8604,14224.5229,15820.878
5139,1120.1036,1290.7897,13404.9808,15815.8741
4142,1157.9448,956.3883000000001,13691.0599,15805.393
8886,1070.0957,770.6234000000001,13919.3163,15760.0354
7377,1185.7375,950.0267,13620.2062,15755.9704
9450,948.1498,613.1058,14188.4081,15749.663700000001
8560,1380.9285,1188.0957,13173.2021,15742.2263
7261,1194.3071,1256.4044,13276.888799999999,15727.6003
8885,1060.3142,763.1756,13902.4336,15725.9234
4030,1269.1434,1151.0182,13294.2294,15714.391
4145,1413.7441,1055.847,13238.211,15707.802099999999
4139,1587.4943,1273.6159,12841.489,15702.5992
5091,2035.0314,1610.1819,12052.8442,15698.057499999999
7765,848.1265,871.7209,13976.0759,15695.9233
9052,955.1897,733.2626,14006.6082,15695.0605
7359,1066.5301,1356.0682,13266.5143,15689.1126
3836,1347.5814,963.202,13353.9886,15664.772
7545,2123.2271,2263.1751,11272.5939,15658.9961
9885,1121.4948,845.7134,13684.659599999999,15651.8678
4047,1240.384,835.6777000000001,13574.7632,15650.8249
8759,1410.6642,1198.5067,13038.4838,15647.6547
7973,823.6926,1017.2674,13800.3773,15641.337300000001
8761,1204.7605,1019.5955,13414.7964,15639.152399999999
3549,1450.9901,1067.43,13111.419600000001,15629.8397
1150,1411.5944,1290.1544,12918.6166,15620.3654
3927,1237.5674,1026.9624999999999,13341.6829,15606.2128
9396,948.998,698.1373,13945.0674,15592.2027
8071,1183.6354,1139.7847,13268.6422,15592.0623
7985,2016.0853,1153.0782,12421.121200000001,15590.2847
7757,984.5079000000001,943.3811,13656.4436,15584.3326
4129,1342.8364000000001,1255.6906,12971.3325,15569.8595
6154,1237.5025,1218.5728,13111.998,15568.0733
7356,971.4754,1055.8849,13533.6211,15560.9814
9294,815.5198,613.8241,14128.5179,15557.8618
8578,1255.2060000000001,860.7593,13427.5234,15543.4887
3385,1113.6178,674.854,13745.0662,15533.538
3285,1113.4985000000001,674.8115,13745.031500000001,15533.3415
6964,1204.3500999999999,1042.7526,13286.1962,15533.2989
8174,948.1221,1098.4765,13486.2927,15532.8913
8288,1342.6480999999999,1138.0991,13050.472600000001,15531.2198
7181,850.2385,804.8398,13863.622,15518.7003
9395,827.1134,615.7923999999999,14056.0417,15498.9475
8792,1011.9847,711.7822,13760.742,15484.5089
9984,753.6165,533.557,14189.9091,15477.0826
8559,1437.2281,1237.8223,12781.013500000001,15456.063900000001
3876,1545.8866,728.0691,13179.9072,15453.8629
951,984.1681,1023.3253,13444.923,15452.4164
3768,1309.0526,1207.604,12918.59,15435.2466
6695,895.5486,657.0494,13881.1411,15433.7391
8660,1605.7157,1322.8521,12504.8275,15433.3953
5664,2176.8768,2107.8923999999997,11143.432200000001,15428.2014
7965,918.4273,706.8636,13784.8705,15410.1614
4050,1458.6213,1387.8894,12558.8984,15405.4091
4873,855.9915,939.3368,13591.6211,15386.9494
3929,1299.5629,1126.3401,12960.2146,15386.1176
1754,1294.9428,1133.6811,12940.5974,15369.221300000001
3761,1062.0103,936.0475,13368.3552,15366.413
8011,1088.9612,955.4947999999999,13309.2331,15353.6891
9072,1347.2222,1347.7901,12655.5759,15350.5882
3332,929.0398,694.3804,13721.4691,15344.8893
8086,1385.9914999999999,1119.8772,12817.4911,15323.3598
1052,977.3041000000001,1013.1525,13326.049299999999,15316.5059
7552,1079.2428,1048.8803,13187.9548,15316.0779
7459,968.542,880.1157,13420.3888,15269.0465
9350,906.866,592.2143,13767.7004,15266.7807
8392,1140.2921999999999,943.7286,13163.954099999999,15247.9749
3765,1032.5176,879.7988,13326.9601,15239.2765
4639,1769.9207000000001,1161.9467,12275.954600000001,15207.822
8821,639.3341,424.5679,14140.874600000001,15204.776600000001
4136,877.274,727.1501,13568.9136,15173.3377
7593,1401.8705,1211.6314,12557.579099999999,15171.081
9397,957.1297,692.4930999999999,13479.5809,15129.2037
3219,983.749,783.5808999999999,13354.0955,15121.4254
4143,1169.6411,907.3824,13038.69,15115.7135
3234,1320.2454,1037.2963,12746.4591,15104.0008
4640,1770.5565,1138.2502,12192.4133,15101.22
4238,1366.5474,1223.4276,12506.928399999999,15096.9034
9258,994.4562000000001,805.5924,13295.8005,15095.8491
7671,1188.068,1081.5677,12825.3437,15094.9794
3555,1118.0681,984.7614,12989.6581,15092.4876
7580,1126.4375,982.8726,12978.9081,15088.2182
4978,1125.7618,777.1014,13183.1652,15086.0284
7691,1093.3949,890.7464,13094.820399999999,15078.9617
5379,675.3664,535.7879,13867.103200000001,15078.2575
7260,958.8618,1257.4212,12855.0657,15071.3487
9475,854.6785,681.4681,13532.9706,15069.1172
4638,1454.5809,1360.2288,12250.2462,15065.0559
7853,775.1052999999999,1168.6693,13120.5425,15064.3171
9987,686.766,513.8557,13862.5235,15063.145199999999
4740,1411.0561,1123.3372,12493.4427,15027.836
7763,1030.0906,951.632,13039.1082,15020.8308
7172,1408.0538,986.8865000000001,12605.7646,15000.7049
6846,1413.6069,1273.2218,12311.046,14997.8747
8818,645.2927,419.10339999999997,13918.6726,14983.0687
1555,1173.1663,1177.9445,12631.3563,14982.4671
8636,1477.6565,824.6271,12663.8897,14966.1733
6765,1422.1786,979.8569,12562.821100000001,14964.8566
7589,2855.9054,1005.6376,11074.5408,14936.0838
9886,1167.6731,827.2968999999999,12940.0862,14935.056199999999
8180,1097.8111000000001,887.7766,12936.672700000001,14922.260400000001
6255,1390.4282,1275.4312,12252.5125,14918.3719
7955,911.7107,1068.3372,12937.0139,14917.0618
8659,1498.7269,1261.4735,12145.6563,14905.8567
7154,644.6474000000001,938.0823,13318.1375,14900.8672
9497,924.3556,674.569,13291.1176,14890.0422
6254,1267.7981,1195.0282,12418.4093,14881.2356
8739,1108.1712,555.7916,13213.978200000001,14877.941
8080,1170.2176,936.4774,12765.010199999999,14871.7052
5775,1167.7493,709.3655,12990.5913,14867.7061
8287,1369.2998,1126.7472,12350.1925,14846.2395
3827,1196.0799,1014.1311000000001,12627.8132,14838.0242
7044,974.8607999999999,883.464,12950.6854,14809.0102
3386,1068.7486,649.1422,13091.0561,14808.946899999999
9979,778.4945,556.7018,13465.8366,14801.0329
7464,833.4567,786.4234,13176.3612,14796.2413
5364,1067.5997,1308.466,12403.9611,14780.0268
4041,1217.1587,1217.4002,12332.0986,14766.657500000001
3762,911.7709,792.0055,13059.4077,14763.1841
5167,1585.6618,2091.221,11047.9087,14724.7915
4146,1242.8322,940.971,12534.8669,14718.6701
6454,1433.9857,1193.3363,12086.5477,14713.8697
6344,1296.9485,1323.3755999999998,12091.795900000001,14712.12
7890,1087.0048,818.4927,12806.4962,14711.9937
7441,1159.624,1279.1937,12265.4576,14704.275300000001
5380,675.3917,548.5507,13473.1483,14697.0907
3352,1021.1514,956.9026,12704.2205,14682.2745
4280,1145.2418,957.8779,12578.7503,14681.869999999999
5031,901.9939,829.1779,12949.6587,14680.8305
7374,991.7121,807.3317000000001,12875.623,14674.6668
5381,672.6064,546.9649,13454.1288,14673.700100000002
8953,931.9036,735.4232000000001,13002.4221,14669.748899999999
8519,571.7187,377.2385,13713.5226,14662.479800000001
7966,878.7242,713.1255,13067.1851,14659.0348
6865,1198.9676,1026.1073,12431.373,14656.4479
3236,1268.8242,982.4626999999999,12404.2615,14655.548400000001
9080,832.2428,761.1278,13061.5981,14654.9687
4830,808.6993,764.2874,13065.7985,14638.7852
6981,769.7844,652.7538,13213.3484,14635.8866
7385,891.0547,767.5522,12970.1987,14628.8056
4829,842.3256,817.4562,12967.7361,14627.517899999999
7040,929.7511,799.5796,12885.4239,14614.7546
8635,1450.016,895.2165,12264.2221,14609.454600000001
3354,1063.0928,848.7207999999999,12696.7662,14608.5798
7453,848.7104,981.8765,12776.1656,14606.7525
7557,824.4209,839.6674,12938.4553,14602.5436
9081,824.1066,761.4385,13003.2389,14588.784
8459,1204.7959,1070.4247,12310.5484,14585.769
9181,809.4533,751.5328000000001,13016.429900000001,14577.416000000001
3548,1306.4771,1000.0291,12269.2484,14575.7546
1152,937.7844,969.1003,12648.1185,14555.003200000001
8638,1392.5045,647.1805,12506.736499999999,14546.4215
8460,1098.8887,996.9263,12440.0728,14535.8878
7865,735.7105,746.9361,13049.7473,14532.393900000001
5480,676.7136,549.5091,13301.4462,14527.6689
3671,1276.0448999999999,1220.321,12026.1808,14522.546699999999
4277,2401.0171,1083.0103000000001,11036.0852,14520.1126
3235,1310.5312,1015.2072000000001,12190.6557,14516.3941
6965,1112.9617,1020.2409,12379.688400000001,14512.891
952,927.4123000000001,947.6897,12632.8857,14507.9877
8836,1437.7702,706.7075,12361.5815,14506.0592
7242,941.0428,998.5211,12559.8101,14499.374
5737,1903.3887,1115.5479,11471.6154,14490.552
7256,1518.3766,1256.9515000000001,11695.3772,14470.7053
9752,856.3497,607.4398,13004.6294,14468.4189
4130,1225.0763,1186.481,12045.233,14456.7903
9598,827.0647,507.41610000000003,13106.7699,14441.2507
9698,826.4004,507.2769,13103.512,14437.1893
9180,771.7855999999999,721.3113,12934.4442,14427.5411
7243,931.5524,974.8955,12516.2492,14422.697100000001
4979,1056.1134,719.1873,12643.1806,14418.4813
7440,1175.7502,1279.4716,11943.1714,14398.3932
8735,1460.973,882.0789,12054.0821,14397.134
4739,1369.9138,1170.2611,11854.009100000001,14394.184
7406,6176.7933,529.3416,7671.2378,14377.3727
9082,814.9966000000001,754.1172,12806.9436,14376.0574
8177,1079.4443,828.094,12468.4143,14375.9526
4879,1049.1767,718.855,12604.1417,14372.1734
7140,921.3151,835.439,12612.8981,14369.6522
7692,1326.6657,1131.987,11903.9689,14362.6216
6896,808.4897,580.1922,12973.8699,14362.5518
5166,1822.4875,1930.607,10601.574,14354.6685
3664,886.7984,724.1850000000001,12741.1301,14352.1135
7888,1287.6998,885.0501,12176.5291,14349.279
7563,768.7612,698.8678,12872.0435,14339.6725
7143,924.4427999999999,932.7234,12474.6998,14331.866
9066,1125.3047,768.4548,12436.9109,14330.6704
8892,949.6387,679.6838,12701.0455,14330.368
7564,765.386,696.0203,12851.5896,14312.9959
4328,1052.9017,1057.7377999999999,12200.9774,14311.616899999999
3438,840.7488,599.3666999999999,12865.949499999999,14306.065
7145,941.311,822.3901999999999,12542.0198,14305.721
7463,775.5659,708.604,12808.5337,14292.703599999999
6944,1065.8179,962.6996,12257.8772,14286.3947
8918,630.4634,410.707,13230.8788,14272.0492
4242,1145.7522999999999,900.878,12222.7493,14269.3796
47,515.6616,370.3112,13371.896,14257.8688
4667,1461.534,1594.9556,11195.8465,14252.3361
4728,1048.2515,1039.8601,12159.9552,14248.066799999999
4771,1275.7467,1842.0407,11127.6716,14245.459
851,896.8203,911.8736,12434.5029,14243.1968
7259,944.0337,1424.7602,11861.6298,14230.4237
4763,1711.3418,2142.7392,10374.0997,14228.180699999999
3675,697.473,462.2712,13054.9704,14214.7146
9585,1011.8226999999999,795.4992,12402.195,14209.5169
4278,2339.244,1065.7615,10797.1773,14202.1828
9160,996.9969,798.8108,12403.0509,14198.8586
8051,1259.6428,1013.8364,11918.8828,14192.362000000001
9019,645.5278,460.5106,13084.1081,14190.1465
9876,786.1206999999999,732.1946,12645.1091,14163.4244
7462,1021.5755,1006.3429,12129.9658,14157.8842
8770,1016.4445000000001,938.7548,12195.759,14150.9583
9376,938.1531,812.132,12389.1923,14139.4774
7478,1011.8770000000001,949.3314,12160.9139,14122.1223
9567,1654.0728,833.5122,11631.7555,14119.3405
9485,776.0432,644.2537,12698.7731,14119.07
7891,1009.227,775.9515,12332.9009,14118.0794
8951,846.5472,693.7221,12574.1988,14114.4681
8740,1059.9595,534.7357000000001,12510.2458,14104.941
7791,1002.3429,773.1232,12327.1652,14102.631300000001
7792,990.3525000000001,796.6658,12293.0847,14080.103
3563,958.3675000000001,653.9273,12457.7428,14070.0376
7341,1159.1798000000001,1235.288,11662.4849,14056.9527
7144,903.8201,814.2762,12337.1145,14055.2108
6651,981.9513000000001,857.4466,12215.1011,14054.499
4889,1596.8435,901.0656,11538.9846,14036.8937
7761,1063.1507,899.4027,12070.3329,14032.8863
3254,1271.5164,920.3477,11836.489,14028.3531
9770,1016.646,777.0871,12230.3149,14024.047999999999
5847,938.0790000000001,776.7491,12302.0636,14016.8917
7244,903.5856,824.7257999999999,12283.3697,14011.6811
9076,994.4401,943.9612,12058.2439,13996.6452
3776,1049.6226,686.3569,12258.4133,13994.3928
9182,806.1560000000001,741.0083,12447.0707,13994.235
4243,1109.2807,852.8224,12027.5685,13989.6716
9169,1390.637,1157.6469,11433.2644,13981.5483
7790,1020.2648,777.3987,12180.9005,13978.564
8012,986.6601,873.1487,12099.3051,13959.1139
7084,942.746,995.5098999999999,12020.2323,13958.4882
7892,937.1538,743.7773,12277.5298,13958.4609
5663,1044.8353,1372.1444,11536.2933,13953.273
3564,927.0115999999999,660.1021,12356.5101,13943.6238
7664,739.2497,700.4078,12497.3718,13937.0293
4230,1163.7203,1134.6639,11633.8681,13932.2523
3117,780.2553,632.5863,12515.677099999999,13928.5187
8181,1019.2488999999999,849.7748,12045.7595,13914.7832
4637,1142.1608,1009.6166000000001,11759.567500000001,13911.3449
9771,969.4802,750.7420000000001,12186.4868,13906.709
5779,732.3632,611.6948,12562.2228,13906.2808
9470,1723.9835,1504.5209,10674.9968,13903.5012
1346,752.7007,656.9462,12491.9845,13901.6314
7363,1109.3988,1145.3118,11642.8775,13897.5881
7480,1109.0348,969.1604,11815.5392,13893.734400000001
9398,933.5262,624.4927,12332.3171,13890.336
7746,962.0023,1068.0439,11851.6937,13881.7399
9070,1270.5635,1219.8672000000001,11385.1955,13875.6262
8065,929.6195,612.9465,12332.9743,13875.5403
3930,1166.3749,1039.3051,11665.017,13870.697
9296,805.0913,579.6705,12485.272500000001,13870.0343
7041,1155.6663,1150.6791,11562.4558,13868.8012
4629,860.5985000000001,816.3129,12190.6081,13867.5195
8977,1161.1049,920.1162,11776.5647,13857.7858
7039,794.5807,673.3904,12378.859199999999,13846.8303
5476,1114.0184,1090.1536,11639.270700000001,13843.4427
5464,1044.1803,1048.0493000000001,11743.6286,13835.8582
8639,1060.278,560.2896000000001,12209.4233,13829.9909
8738,1240.248,593.0353,11995.1639,13828.4472
7551,731.095,959.4544999999999,12128.6987,13819.2482
6654,1412.6863,1143.9271,11249.7313,13806.3447
3663,884.2025,719.7871,12188.7964,13792.786
3665,891.2096,726.2716,12173.3007,13790.7819
9699,798.025,489.0445,12503.2236,13790.293099999999
6885,1353.1361,1407.8654,11006.6321,13767.6336
6687,876.9025,644.5894,12245.0148,13766.5067
8755,950.1331,810.5706,11992.753,13753.456699999999
7142,909.4846,975.8786,11861.7179,13747.0811
4272,823.1587000000001,732.6516,12189.2961,13745.106399999999
7138,759.1183000000001,648.9558,12333.0834,13741.1575
4737,1087.3912,1005.0981,11638.7914,13731.2807
7139,725.3045,612.5966,12384.4138,13722.314900000001
8718,595.2246,387.3068,12739.5664,13722.0978
2348,1087.2315,1412.8222,11221.092999999999,13721.1467
7992,900.2444,678.1424,12139.0044,13717.3912
7368,855.5568000000001,614.4762,12226.6342,13696.6672
7262,1147.926,1188.2695999999999,11359.338,13695.533599999999
7764,709.1444,722.7459,12255.847099999999,13687.7374
9559,995.9589,755.1491,11933.754500000001,13684.8625
7987,1288.2405,904.5488,11492.0386,13684.8279
9778,665.6459,440.8262,12570.2837,13676.7558
3638,1063.6602,867.3109999999999,11744.2809,13675.2521
7857,1004.6365,1073.2665,11592.555499999999,13670.458499999999
8187,1332.1368,1041.373,11294.2626,13667.7724
3769,1340.7142,1364.805,10959.4072,13664.9264
7268,879.4104,675.1083,12102.7751,13657.2938
3866,1148.8746,1002.0398,11502.8884,13653.8028
3136,1004.8498000000001,737.4693,11908.1273,13650.4464
3452,1029.0889,991.5371,11629.36,13649.986
4043,1049.5932,877.2945,11722.5125,13649.4002
5234,1266.6094,1122.5831,11258.2093,13647.4018
7362,1139.1716000000001,1179.6549,11312.9466,13631.7731
9453,897.9606,559.9845,12164.7712,13622.7163
5747,1139.2439,796.1267,11681.1148,13616.4854
8070,809.1083,770.2973000000001,12033.9806,13613.3862
8388,1257.6929,1105.849,11247.2599,13610.8018
7267,847.1449,681.7379,12081.1669,13610.0497
7866,814.9655,715.8574,12078.3968,13609.2197
4536,1446.4984,870.9630999999999,11286.732100000001,13604.1936
5066,1612.037,1822.2454,10156.2414,13590.5238
4174,1462.9044,791.6459,11332.6325,13587.1828
6650,707.2385,638.2289,12237.6749,13583.1423
2246,824.9327000000001,946.9906,11801.1083,13573.0316
3837,1288.0313999999998,1092.5701,11186.7231,13567.3246
3828,1204.2955,1008.346,11352.5545,13565.196
4052,842.6993,754.1627,11967.944,13564.806
9777,664.1296,463.3173,12429.4877,13556.9346
3626,1162.4929,1241.6053,11150.4552,13554.5534
3036,1059.5974,737.9941,11756.8161,13554.4076
3119,815.8222000000001,684.3561,12052.1881,13552.3664
9272,1550.3318,1442.5413999999998,10550.6376,13543.5108
3625,1114.8842,1161.2597,11258.3535,13534.4974
8192,923.8213999999999,638.5073,11962.8632,13525.1919
8066,902.2893,775.9881,11845.7266,13524.004
9884,897.6685,691.1023,11932.474400000001,13521.245200000001
3727,1153.5493999999999,1048.2473,11319.0726,13520.8693
8652,784.6371,703.2411,12026.8613,13514.7395
6379,931.0224999999999,707.297,11875.903,13514.2225
8193,913.7317,635.0042,11964.1125,13512.8484
